Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
IRS1,Insulin Receptor Substrate 1,Protein Coding,P35568,54,GC02M226731,3.775780916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS1
AKR1C3,Aldo-Keto Reductase Family 1 Member C3,Protein Coding,P42330,53,GC10P005035,3.761366367,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKR1C3
CYP2C19,Cytochrome P450 Family 2 Subfamily C Member 19,Protein Coding,P33261,50,GC10P094762,3.744204521,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2C19
NGF,Nerve Growth Factor,Protein Coding,P01138,58,GC01M115285,3.741091728,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NGF
PRKCQ,Protein Kinase C Theta,Protein Coding,Q04759,55,GC10M006703,3.708363771,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCQ
CYP3A5,Cytochrome P450 Family 3 Subfamily A Member 5,Protein Coding,P20815,51,GC07M099648,3.708363771,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP3A5
MBP,Myelin Basic Protein,Protein Coding,P02686,51,GC18M076978,3.708363771,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBP
NOS1,Nitric Oxide Synthase 1,Protein Coding,P29475,56,GC12M117208,3.670367956,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS1
SLCO2B1,Solute Carrier Organic Anion Transporter Family Member 2B1,Protein Coding,O94956,50,GC11P079379,3.665849924,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO2B1
NFKBIA,NFKB Inhibitor Alpha,Protein Coding,P25963,57,GC14M035401,3.619681358,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKBIA
TOP1,DNA Topoisomerase I,Protein Coding,P11387,56,GC20P041028,3.610444784,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOP1
CCL2,C-C Motif Chemokine Ligand 2,Protein Coding,P13500,55,GC17P034255,3.575938702,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL2
ABCC4,ATP Binding Cassette Subfamily C Member 4,Protein Coding,O15439,52,GC13M095019,3.515170574,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCC4
MIR7-3HG,MIR7-3 Host Gene,RNA Gene,Q8N6C7,29,GC19P006171,3.460518837,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR7-3HG
ERVK-6,"Endogenous Retrovirus Group K Member 6, Envelope",Protein Coding,Q69384,20,GC07U903184,3.460371494,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERVK-6
SMAD5-AS1,SMAD5 Antisense RNA 1,RNA Gene,Q9Y6J3,25,GC05M136129,3.451895952,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD5-AS1
TOP2A,DNA Topoisomerase II Alpha,Protein Coding,P11388,57,GC17M040388,3.350440264,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOP2A
FEN1,Flap Structure-Specific Endonuclease 1,Protein Coding,P39748,53,GC11P061793,3.350440264,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FEN1
TNFSF10,TNF Superfamily Member 10,Protein Coding,P50591,51,GC03M172505,3.350409985,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF10
MIRLET7C,MicroRNA Let-7c,RNA Gene,,25,GC21P016559,3.349731445,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7C
H19,H19 Imprinted Maternally Expressed Transcript,RNA Gene,,30,GC11M001995,3.338643551,https://www.genecards.org/cgi-bin/carddisp.pl?gene=H19
EGFR,Epidermal Growth Factor Receptor,Protein Coding,P00533,62,GC07P055019,3.313557148,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGFR
PIK3CD,"Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Delta",Protein Coding,O00329,60,GC01P009628,3.303346634,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CD
BLM,BLM RecQ Like Helicase,Protein Coding,P54132,56,GC15P090717,3.303346634,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLM
POLH,DNA Polymerase Eta,Protein Coding,Q9Y253,55,GC06P043576,3.303346634,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLH
PIK3CB,"Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Beta",Protein Coding,P42338,54,GC03M138652,3.303346634,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CB
IPMK,Inositol Polyphosphate Multikinase,Protein Coding,Q8NFU5,44,GC10M058191,3.303158283,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPMK
DNASE1,Deoxyribonuclease 1,Protein Coding,P24855,50,GC16P003611,3.295035124,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNASE1
IP6K2,Inositol Hexakisphosphate Kinase 2,Protein Coding,Q9UHH9,45,GC03M048688,3.224803686,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IP6K2
AFP,Alpha Fetoprotein,Protein Coding,P02771,54,GC04P073431,3.214277983,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFP
CHRNA7,Cholinergic Receptor Nicotinic Alpha 7 Subunit,Protein Coding,P36544,51,GC15P031923,3.214277983,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNA7
ABL1,"ABL Proto-Oncogene 1, Non-Receptor Tyrosine Kinase",Protein Coding,P00519,60,GC09P130713,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABL1
PRKCD,Protein Kinase C Delta,Protein Coding,Q05655,58,GC03P053156,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCD
PRKCG,Protein Kinase C Gamma,Protein Coding,P05129,58,GC19P053879,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCG
F2,"Coagulation Factor II, Thrombin",Protein Coding,P00734,57,GC11P046851,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=F2
PIK3R2,Phosphoinositide-3-Kinase Regulatory Subunit 2,Protein Coding,O00459,57,GC19P018153,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R2
ACTB,Actin Beta,Protein Coding,P60709,56,GC07M005527,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTB
PIK3C3,Phosphatidylinositol 3-Kinase Catalytic Subunit Type 3,Protein Coding,Q8NEB9,56,GC18P041955,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3C3
PIM1,"Pim-1 Proto-Oncogene, Serine/Threonine Kinase",Protein Coding,P11309,56,GC06P104249,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIM1
PRKCH,Protein Kinase C Eta,Protein Coding,P24723,56,GC14P061187,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCH
PRKD1,Protein Kinase D1,Protein Coding,Q15139,56,GC14M029576,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKD1
UBA1,Ubiquitin Like Modifier Activating Enzyme 1,Protein Coding,P22314,56,GC0XP047190,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBA1
GALK1,Galactokinase 1,Protein Coding,P51570,55,GC17M075751,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALK1
PKN1,Protein Kinase N1,Protein Coding,Q16512,55,GC19P014433,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKN1
PRKCB,Protein Kinase C Beta,Protein Coding,P05771,55,GC16P046737,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCB
PRKCE,Protein Kinase C Epsilon,Protein Coding,Q02156,55,GC02P045651,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCE
PRKCZ,Protein Kinase C Zeta,Protein Coding,Q05513,55,GC01P005301,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCZ
HCK,"HCK Proto-Oncogene, Src Family Tyrosine Kinase",Protein Coding,P08631,54,GC20P032052,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCK
PIK3C2A,Phosphatidylinositol-4-Phosphate 3-Kinase Catalytic Subunit Type 2 Alpha,Protein Coding,O00443,54,GC11M017772,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3C2A
PRKCI,Protein Kinase C Iota,Protein Coding,P41743,54,GC03P170222,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCI
SLCO1B1,Solute Carrier Organic Anion Transporter Family Member 1B1,Protein Coding,Q9Y6L6,54,GC12P028683,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO1B1
YES1,"YES Proto-Oncogene 1, Src Family Tyrosine Kinase",Protein Coding,P07947,54,GC18M000721,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YES1
ATP5F1A,ATP Synthase F1 Subunit Alpha,Protein Coding,P25705,53,GC18M046081,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5F1A
AVPR2,Arginine Vasopressin Receptor 2,Protein Coding,P30518,53,GC0XP153902,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AVPR2
HPGD,15-Hydroxyprostaglandin Dehydrogenase,Protein Coding,P15428,53,GC04M174490,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPGD
HSD17B10,Hydroxysteroid 17-Beta Dehydrogenase 10,Protein Coding,Q99714,53,GC0XM053431,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD17B10
PIK3C2B,Phosphatidylinositol-4-Phosphate 3-Kinase Catalytic Subunit Type 2 Beta,Protein Coding,O00750,53,GC01M204422,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3C2B
PKN2,Protein Kinase N2,Protein Coding,Q16513,53,GC01P088684,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKN2
PRKD2,Protein Kinase D2,Protein Coding,Q9BZL6,53,GC19M046674,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKD2
CD34,CD34 Molecule,Protein Coding,P28906,52,GC01M207880,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD34
PIK3R3,Phosphoinositide-3-Kinase Regulatory Subunit 3,Protein Coding,Q92569,52,GC01M046041,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R3
PIK3R4,Phosphoinositide-3-Kinase Regulatory Subunit 4,Protein Coding,Q99570,52,GC03M130678,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R4
PRKD3,Protein Kinase D3,Protein Coding,O94806,52,GC02M037251,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKD3
DRD1,Dopamine Receptor D1,Protein Coding,P21728,51,GC05M175440,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRD1
PIK3R5,Phosphoinositide-3-Kinase Regulatory Subunit 5,Protein Coding,Q8WYR1,51,GC17M008878,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R5
RUVBL2,RuvB Like AAA ATPase 2,Protein Coding,Q9Y230,51,GC19P048993,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUVBL2
ATP5F1B,ATP Synthase F1 Subunit Beta,Protein Coding,P06576,50,GC12M057362,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5F1B
CEBPB,CCAAT Enhancer Binding Protein Beta,Protein Coding,P17676,50,GC20P050190,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPB
EIF3F,Eukaryotic Translation Initiation Factor 3 Subunit F,Protein Coding,O00303,50,GC11P007970,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3F
HSPA2,Heat Shock Protein Family A (Hsp70) Member 2,Protein Coding,P54652,50,GC14P064535,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA2
GPR35,G Protein-Coupled Receptor 35,Protein Coding,Q9HC97,49,GC02P240605,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR35
HIBCH,3-Hydroxyisobutyryl-CoA Hydrolase,Protein Coding,Q6NVY1,49,GC02M190189,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIBCH
SLC16A7,Solute Carrier Family 16 Member 7,Protein Coding,O60669,49,GC12P059596,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A7
ALOX15B,Arachidonate 15-Lipoxygenase Type B,Protein Coding,O15296,48,GC17P008039,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOX15B
PIK3C2G,Phosphatidylinositol-4-Phosphate 3-Kinase Catalytic Subunit Type 2 Gamma,Protein Coding,O75747,48,GC12P018242,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3C2G
PKN3,Protein Kinase N3,Protein Coding,Q6P5Z2,48,GC09P128702,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKN3
RECQL,RecQ Like Helicase,Protein Coding,P46063,48,GC12M021468,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RECQL
SHBG,Sex Hormone Binding Globulin,Protein Coding,P04278,48,GC17P007613,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHBG
STK17B,Serine/Threonine Kinase 17b,Protein Coding,O94768,48,GC02M196133,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK17B
CYP3A7,Cytochrome P450 Family 3 Subfamily A Member 7,Protein Coding,P24462,47,GC07M099705,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP3A7
ATP5F1C,ATP Synthase F1 Subunit Gamma,Protein Coding,P36542,46,GC10P007789,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5F1C
CYP3A43,Cytochrome P450 Family 3 Subfamily A Member 43,Protein Coding,Q9HB55,46,GC07P102137,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP3A43
UGT3A1,UDP Glycosyltransferase Family 3 Member A1,Protein Coding,Q6NUS8,46,GC05M035951,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT3A1
SF3B3,Splicing Factor 3b Subunit 3,Protein Coding,Q15393,45,GC16P070523,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3B3
MPHOSPH8,M-Phase Phosphoprotein 8,Protein Coding,Q99549,44,GC13P019633,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPHOSPH8
ATAD5,ATPase Family AAA Domain Containing 5,Protein Coding,Q96QE3,42,GC17P076462,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATAD5
CINP,Cyclin Dependent Kinase 2 Interacting Protein,Protein Coding,Q9BW66,42,GC14M115377,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CINP
PIK3R6,Phosphoinositide-3-Kinase Regulatory Subunit 6,Protein Coding,Q5UE93,38,GC17M008802,3.161275387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R6
CERNA3,Competing Endogenous LncRNA 3 For MiR-645,RNA Gene,,14,GC08P056088,3.14066267,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CERNA3
ERBB2,Erb-B2 Receptor Tyrosine Kinase 2,Protein Coding,P04626,62,GC17P039687,3.063606262,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERBB2
MMP1,Matrix Metallopeptidase 1,Protein Coding,P03956,57,GC11M109978,2.957265377,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP1
TGFB1,Transforming Growth Factor Beta 1,Protein Coding,P01137,60,GC19M041301,2.950661182,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFB1
SIRT6,Sirtuin 6,Protein Coding,Q8N6T7,52,GC19M004174,2.929706097,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT6
CDKN1A,Cyclin Dependent Kinase Inhibitor 1A,Protein Coding,P38936,56,GC06P104241,2.92739749,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1A
SCARNA5,Small Cajal Body-Specific RNA 5,RNA Gene,,22,GC02P233275,2.910903931,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCARNA5
ALPL,"Alkaline Phosphatase, Biomineralization Associated",Protein Coding,P05186,58,GC01P021508,2.897310972,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALPL
ALPI,"Alkaline Phosphatase, Intestinal",Protein Coding,P09923,53,GC02P232456,2.897310972,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALPI
PLAT,"Plasminogen Activator, Tissue Type",Protein Coding,P00750,56,GC08M042174,2.671598911,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAT
MCL1,"MCL1 Apoptosis Regulator, BCL2 Family Member",Protein Coding,Q07820,54,GC01M155854,2.650687695,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCL1
UGT1A6,UDP Glucuronosyltransferase Family 1 Member A6,Protein Coding,P19224,49,GC02P233691,2.638308048,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT1A6
SLC2A2,Solute Carrier Family 2 Member 2,Protein Coding,P11168,56,GC03M170996,2.600369215,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A2
EGF,Epidermal Growth Factor,Protein Coding,P01133,58,GC04P109912,2.597140789,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGF
SYK,Spleen Associated Tyrosine Kinase,Protein Coding,P43405,57,GC09P094897,2.585247993,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYK
CXCL8,C-X-C Motif Chemokine Ligand 8,Protein Coding,P10145,50,GC04P073740,2.572934151,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL8
PON2,Paraoxonase 2,Protein Coding,Q15165,50,GC07M095404,2.56617403,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PON2
ICAM1,Intercellular Adhesion Molecule 1,Protein Coding,P05362,57,GC19P011104,2.502976179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICAM1
EDN1,Endothelin 1,Protein Coding,P05305,56,GC06P012236,2.465579987,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDN1
APP,Amyloid Beta Precursor Protein,Protein Coding,P05067,58,GC21M025880,2.450807571,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APP
PLCG2,Phospholipase C Gamma 2,Protein Coding,P16885,58,GC16P081773,2.433444023,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCG2
SETD2,"SET Domain Containing 2, Histone Lysine Methyltransferase",Protein Coding,Q9BYW2,54,GC03M047033,2.433444023,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD2
TNFRSF10B,TNF Receptor Superfamily Member 10b,Protein Coding,O14763,57,GC08M023020,2.401433945,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF10B
PRKAB1,Protein Kinase AMP-Activated Non-Catalytic Subunit Beta 1,Protein Coding,Q9Y478,54,GC12P119632,2.376349449,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAB1
AIFM1,Apoptosis Inducing Factor Mitochondria Associated 1,Protein Coding,O95831,57,GC0XM130129,2.361202717,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIFM1
MMP9,Matrix Metallopeptidase 9,Protein Coding,P14780,60,GC20P046008,2.329663277,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP9
IL6,Interleukin 6,Protein Coding,P05231,58,GC07P022725,2.322354794,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6
ACOX2,Acyl-CoA Oxidase 2,Protein Coding,Q99424,50,GC03M058506,2.314212322,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACOX2
MAFG,MAF BZIP Transcription Factor G,Protein Coding,O15525,46,GC17M081918,2.314212322,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAFG
MAFK,MAF BZIP Transcription Factor K,Protein Coding,O60675,45,GC07P004034,2.314212322,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAFK
MT-TP,Mitochondrially Encoded TRNA-Pro (CCN),RNA Gene,,12,GCMTM015957,2.220783949,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TP
PPARG,Peroxisome Proliferator Activated Receptor Gamma,Protein Coding,P37231,60,GC03P012287,2.180581331,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARG
P4HB,Prolyl 4-Hydroxylase Subunit Beta,Protein Coding,P07237,56,GC17M081843,2.126044989,https://www.genecards.org/cgi-bin/carddisp.pl?gene=P4HB
HSPA5,Heat Shock Protein Family A (Hsp70) Member 5,Protein Coding,P11021,56,GC09M125234,2.100326061,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA5
SREBF2,Sterol Regulatory Element Binding Transcription Factor 2,Protein Coding,Q12772,50,GC22P041833,2.094923019,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SREBF2
UGT2B7,UDP Glucuronosyltransferase Family 2 Member B7,Protein Coding,P16662,50,GC04P069051,2.082320452,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT2B7
UGT1A4,UDP Glucuronosyltransferase Family 1 Member A4,Protein Coding,P22310,49,GC02P233718,2.082320452,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT1A4
APOE,Apolipoprotein E,Protein Coding,P02649,57,GC19P083472,2.034608841,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOE
EGR1,Early Growth Response 1,Protein Coding,P18146,51,GC05P138465,2.034608841,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGR1
MIAT,Myocardial Infarction Associated Transcript,RNA Gene,,27,GC22P026646,2.030242682,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIAT
EMSLR,E2F1 MRNA Stabilizing LncRNA,RNA Gene,,16,GC07P102243,2.01638031,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMSLR
CLDN4,Claudin 4,Protein Coding,O14493,47,GC07P073799,1.981046319,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN4
SLC2A5,Solute Carrier Family 2 Member 5,Protein Coding,P22732,50,GC01M010143,1.980427742,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A5
CFLAR,CASP8 And FADD Like Apoptosis Regulator,Protein Coding,O15519,51,GC02P201341,1.934360027,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFLAR
VTRNA1-1,Vault RNA 1-1,RNA Gene,,17,GC05P148619,1.934360027,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VTRNA1-1
STUB1,STIP1 Homology And U-Box Containing Protein 1,Protein Coding,Q9UNE7,52,GC16P021377,1.917893529,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STUB1
CASP7,Caspase 7,Protein Coding,P55210,56,GC10P113679,1.900903821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP7
ACACA,Acetyl-CoA Carboxylase Alpha,Protein Coding,Q13085,55,GC17M037084,1.900903821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACACA
UGT2B4,UDP Glucuronosyltransferase Family 2 Member B4,Protein Coding,P06133,47,GC04M069484,1.893155575,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT2B4
COX5A,Cytochrome C Oxidase Subunit 5A,Protein Coding,P20674,50,GC15M074919,1.883337617,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX5A
NOS3,Nitric Oxide Synthase 3,Protein Coding,P29474,56,GC07P152342,1.868176699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS3
SLC12A2,Solute Carrier Family 12 Member 2,Protein Coding,P55011,56,GC05P128083,1.865132093,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A2
NLRP3,NLR Family Pyrin Domain Containing 3,Protein Coding,Q96P20,55,GC01P247415,1.865132093,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRP3
LINC02605,Long Intergenic Non-Protein Coding RNA 2605,RNA Gene,,14,GC08P078838,1.836110592,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02605
CD36,CD36 Molecule,Protein Coding,P16671,56,GC07P080369,1.826485395,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD36
